"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2014","Luxembourg","Total","Total","Total","Asylum applicant","Person","1 150"
"2014","Luxembourg","Total","Total","Total","First time applicant","Person","1 030"
"2014","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","42 775"
"2014","Hungary","Extra EU-28","Total","Total","First time applicant","Person","41 215"
"2014","Hungary","Total","Total","Total","Asylum applicant","Person","42 775"
"2014","Hungary","Total","Total","Total","First time applicant","Person","41 215"
"2014","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","1 350"
"2014","Malta","Extra EU-28","Total","Total","First time applicant","Person","1 275"
"2014","Malta","Total","Total","Total","Asylum applicant","Person","1 350"
"2014","Malta","Total","Total","Total","First time applicant","Person","1 275"
"2014","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","24 495"
"2014","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","21 780"
"2014","Netherlands","Total","Total","Total","Asylum applicant","Person","24 535"
"2014","Netherlands","Total","Total","Total","First time applicant","Person","21 810"
"2014","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","28 035"
"2014","Austria","Extra EU-28","Total","Total","First time applicant","Person","25 675"
"2014","Austria","Total","Total","Total","Asylum applicant","Person","28 065"
"2014","Austria","Total","Total","Total","First time applicant","Person","25 700"
"2014","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","8 020"
"2014","Poland","Extra EU-28","Total","Total","First time applicant","Person","5 610"
"2014","Poland","Total","Total","Total","Asylum applicant","Person","8 025"
"2014","Poland","Total","Total","Total","First time applicant","Person","5 610"
"2014","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","440"
"2014","Portugal","Extra EU-28","Total","Total","First time applicant","Person","440"
"2014","Portugal","Total","Total","Total","Asylum applicant","Person","445"
"2014","Portugal","Total","Total","Total","First time applicant","Person","445"
"2014","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","1 545"
"2014","Romania","Extra EU-28","Total","Total","First time applicant","Person","1 500"
"2014","Romania","Total","Total","Total","Asylum applicant","Person","1 545"
"2014","Romania","Total","Total","Total","First time applicant","Person","1 500"
"2014","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","385"
"2014","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","355"
"2014","Slovenia","Total","Total","Total","Asylum applicant","Person","385"
"2014","Slovenia","Total","Total","Total","First time applicant","Person","355"
"2014","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","330"
"2014","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","230"
"2014","Slovakia","Total","Total","Total","Asylum applicant","Person","330"
"2014","Slovakia","Total","Total","Total","First time applicant","Person","230"
"2014","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","3 620"
"2014","Finland","Extra EU-28","Total","Total","First time applicant","Person","3 490"
"2014","Finland","Total","Total","Total","Asylum applicant","Person","3 625"
"2014","Finland","Total","Total","Total","First time applicant","Person","3 495"
"2014","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","81 180"
"2014","Sweden","Extra EU-28","Total","Total","First time applicant","Person","74 980"
"2014","Sweden","Total","Total","Total","Asylum applicant","Person","81 325"
"2014","Sweden","Total","Total","Total","First time applicant","Person","75 090"
"2014","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","32 785"
"2014","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","32 120"
"2014","United Kingdom","Total","Total","Total","Asylum applicant","Person","33 010"
"2014","United Kingdom","Total","Total","Total","First time applicant","Person","32 345"
"2014","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","170"
"2014","Iceland","Extra EU-28","Total","Total","First time applicant","Person",":"
"2014","Iceland","Total","Total","Total","Asylum applicant","Person","170"
"2014","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","65"
"2014","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person",":"
"2014","Liechtenstein","Total","Total","Total","Asylum applicant","Person","75"
"2014","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","11 415"
"2014","Norway","Extra EU-28","Total","Total","First time applicant","Person","10 910"
"2014","Norway","Total","Total","Total","Asylum applicant","Person","11 480"
"2014","Norway","Total","Total","Total","First time applicant","Person","10 970"
"2014","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","23 555"
"2014","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","21 940"
"2014","Switzerland","Total","Total","Total","Asylum applicant","Person","23 770"
"2014","Switzerland","Total","Total","Total","First time applicant","Person","22 130"
